,Length_Title,Length_Concultatory
4743,87,600
4744,120,652
4745,175,279
4746,120,222
4747,262,298
4748,45,469
4749,123,296
4750,115,1348
4751,61,621
4752,117,343
4753,75,204
4754,218,959
4755,240,153
4756,180,490
4757,44,156
4758,54,439
4759,76,514
4760,105,651
4761,78,362
4762,85,311
4763,84,401
4764,198,853
4765,155,867
4766,204,656
4767,121,425
4768,155,438
4769,112,859
4770,66,644
4771,162,771
4772,105,382
4773,109,266
4774,74,240
4775,118,118
4776,89,113
4777,88,187
4778,125,299
4779,60,205
4780,187,393
4781,149,581
4782,161,574
4783,161,378
4784,79,220
4785,134,584
4786,131,359
4787,57,372
4788,81,301
4789,34,234
4790,131,525
4791,237,392
4792,67,631
4793,87,197
4794,173,462
4795,171,321
4796,239,273
4797,210,1618
4798,172,1822
4799,202,519
4800,62,960
4801,205,322
4802,180,262
4803,111,462
4804,202,585
4805,108,935
4806,120,284
4807,48,302
4808,94,256
4809,89,271
4810,153,510
4811,139,358
4812,226,668
4813,37,363
4814,197,270
4815,29,268
4816,233,1120
4817,85,293
4818,42,418
4819,183,527
4820,44,165
4821,168,318
4822,86,385
4823,64,704
4824,93,334
4825,92,223
4826,55,220
4827,132,388
4828,100,712
4829,66,1494
4830,86,438
4831,54,118
4832,132,242
4833,48,546
4834,187,490
4835,149,650
4836,79,251
4837,267,1580
4838,193,834
4839,84,333
4840,36,263
4841,111,491
4842,86,442
4843,49,684
4844,160,875
4845,72,504
4846,63,289
4847,197,197
4848,81,403
4849,83,711
4850,73,73
4851,68,358
4852,77,524
4853,183,938
4854,141,373
4855,91,327
4856,70,398
4857,101,896
4858,95,771
4859,22,620
4860,78,820
4861,71,559
4862,56,275
4863,56,56
4864,46,200
4865,197,1509
4866,137,219
4867,89,1356
4868,219,819
4869,143,665
4870,92,385
4871,99,394
4872,193,564
4873,45,315
4874,161,848
4875,72,228
4876,38,515
4877,39,211
4878,83,126
4879,100,828
4880,77,1292
4881,29,535
4882,116,489
4883,202,269
4884,46,681
4885,41,495
4886,722,1017
4887,191,1425
4888,57,273
4889,73,829
4890,29,507
4891,54,1443
4892,50,182
4893,54,870
4894,60,115
4895,72,453
4896,99,287
4897,41,311
4898,86,335
4899,109,310
4900,59,1318
4901,94,557
4902,82,488
4903,152,1270
4904,55,427
4905,79,369
4906,29,210
4907,39,357
4908,86,125
4909,68,771
4910,147,366
4911,177,319
4912,24,228
4913,33,1291
4914,39,966
4915,64,620
4916,207,394
4917,103,521
4918,71,674
4919,74,807
4920,67,776
4921,226,816
4922,128,433
4923,129,552
4924,190,461
4925,190,572
4926,149,227
4927,115,490
4928,41,696
4929,213,521
4930,138,583
4931,107,553
4932,209,921
4933,69,1672
4934,325,311
4935,247,707
4936,310,1121
4937,60,333
4938,132,806
4939,383,469
4940,236,873
4941,251,662
4942,125,470
4943,183,1114
4944,134,1056
4945,131,1154
4946,134,956
4947,141,556
4948,69,484
4949,138,1027
4950,56,361
4951,139,208
4952,171,491
4953,101,351
4954,182,1564
4955,131,268
4956,50,506
4957,57,450
4958,115,264
4959,49,335
4960,244,288
4961,84,438
4962,75,428
4963,74,247
4964,206,691
4965,170,473
4966,98,275
4967,180,324
4968,154,998
4969,68,373
4970,61,226
4971,120,243
4972,56,129
4973,126,126
4974,99,488
4975,53,425
4976,243,969
4977,79,165
4978,108,2074
4979,105,105
4980,83,527
4981,70,328
4982,76,251
4983,65,262
4984,102,168
4985,78,408
4986,107,367
4987,117,531
4988,217,522
4989,155,772
4990,169,553
4991,250,642
4992,169,375
4993,200,704
4994,93,170
4995,143,415
4996,81,371
4997,86,194
4998,68,207
4999,92,291
5000,88,88
5001,122,538
5002,93,350
5003,96,383
5004,68,274
5005,104,680
5006,53,248
5007,102,408
5008,44,263
5009,74,194
5010,159,291
5011,73,201
5012,112,204
5013,208,602
5014,70,312
5015,176,296
5016,46,138
5017,138,193
5018,217,200
5019,139,439
5020,216,736
5021,89,244
5022,77,316
5023,66,423
5024,111,485
5025,143,443
5026,133,385
5027,169,396
5028,80,231
5029,221,470
5030,133,744
5031,283,689
5032,274,1166
5033,117,276
5034,78,360
5035,151,325
5036,120,287
5037,120,515
5038,91,245
5039,76,566
5040,85,178
5041,101,246
5042,91,716
5043,80,343
5044,213,2137
5045,112,227
5046,52,297
5047,174,521
5048,70,270
5049,171,536
5050,206,362
5051,108,616
5052,40,1351
5053,42,373
5054,100,221
5055,112,767
5056,55,503
5057,74,297
5058,97,131
5059,32,367
5060,44,176
5061,170,605
5062,253,597
5063,57,488
5064,51,169
5065,85,709
5066,23,705
5067,90,235
5068,117,322
5069,101,498
5070,49,398
5071,27,369
5072,70,249
5073,77,234
5074,111,440
5075,139,389
5076,108,430
5077,73,571
5078,112,319
5079,68,386
5080,194,404
5081,98,99
5082,63,306
5083,156,510
5084,134,316
5085,620,786
5086,73,698
5087,104,183
5088,56,539
5089,131,477
5090,155,278
5091,75,382
5092,161,617
5093,269,456
5094,163,399
5095,170,221
5096,73,230
5097,90,454
5098,72,294
5099,110,439
5100,230,511
5101,59,198
5102,66,254
5103,78,194
5104,101,313
5105,59,259
5106,81,277
5107,73,737
5108,69,81
5109,158,1317
5110,119,348
5111,130,339
5112,85,270
5113,78,105
5114,104,556
5115,100,386
5116,37,173
5117,72,621
5118,43,258
5119,87,237
5120,158,500
5121,89,89
5122,75,375
5123,67,971
5124,52,218
5125,84,249
5126,85,436
5127,59,459
5128,141,538
5129,101,466
5130,223,797
5131,67,678
5132,91,176
5133,92,92
5134,69,233
5135,104,170
5136,135,701
5137,100,456
5138,35,389
5139,56,595
5140,143,434
5141,66,369
5142,159,319
5143,33,846
5144,41,113
5145,138,579
5146,361,672
5147,235,419
5148,84,84
5149,38,217
5150,141,510
5151,177,650
5152,142,142
5153,127,257
5154,69,1191
5155,172,726
5156,172,812
5157,30,348
5158,126,621
5159,61,778
5160,65,604
5161,44,546
5162,97,232
5163,84,445
5164,92,290
5165,263,406
5166,112,563
5167,114,1122
5168,209,1558
5169,76,340
5170,79,819
5171,169,640
5172,165,260
5173,147,1151
5174,60,332
5175,68,187
5176,76,1072
5177,44,156
5178,67,664
5179,127,334
5180,195,260
5181,65,185
5182,77,441
5183,67,222
5184,112,218
5185,77,250
5186,190,614
5187,94,508
5188,121,365
5189,57,687
5190,68,192
5191,68,203
5192,99,151
5193,52,277
5194,57,207
5195,90,288
5196,107,392
5197,114,461
5198,60,477
5199,124,403
5200,73,557
5201,118,666
5202,174,181
5203,90,90
5204,177,421
5205,70,771
5206,75,2352
5207,127,416
5208,83,726
5209,133,417
5210,64,626
5211,116,356
5212,90,407
5213,167,736
5214,136,425
5215,67,688
5216,64,532
5217,86,451
5218,146,242
5219,53,203
5220,49,49
5221,96,224
5222,64,283
5223,273,1261
5224,144,357
5225,127,175
5226,72,187
5227,129,610
5228,93,434
5229,66,308
5230,128,392
5231,148,540
5232,231,291
5233,66,708
5234,209,620
5235,62,245
5236,129,175
5237,88,757
5238,60,337
5239,219,285
5240,73,143
5241,51,170
5242,91,252
5243,82,406
5244,137,711
5245,122,529
5246,229,985
5247,160,599
5248,68,974
5249,204,455
5250,138,183
5251,35,494
5252,283,1890
5253,240,734
5254,361,713
5255,284,639
5256,170,740
5257,155,272
5258,114,355
5259,108,501
5260,63,264
5261,109,277
5262,55,133
5263,57,408
5264,71,298
5265,96,577
5266,102,739
5267,59,433
5268,145,372
5269,46,471
5270,48,1315
5271,127,881
5272,65,551
5273,80,302
5274,180,699
5275,74,227
5276,37,447
5277,170,710
5278,135,664
5279,124,357
5280,84,464
5281,105,1277
5282,102,160
5283,110,298
5284,31,730
5285,71,747
5286,106,446
5287,77,835
5288,59,218
5289,146,477
5290,66,347
5291,109,109
5292,151,519
5293,167,929
5294,206,219
5295,64,303
5296,82,418
5297,123,411
5298,222,169
5299,79,206
5300,66,276
5301,40,614
5302,106,201
5303,115,115
5304,84,335
5305,172,562
5306,68,525
5307,158,865
5308,131,131
5309,67,504
5310,91,317
5311,33,328
5312,103,822
5313,144,406
5314,55,283
5315,68,231
5316,172,496
5317,86,1802
5318,112,483
5319,58,1273
5320,85,201
5321,80,634
5322,125,251
5323,152,641
5324,56,325
5325,95,632
5326,52,212
5327,74,343
5328,265,333
5329,86,219
5330,64,743
5331,71,478
5332,70,348
5333,113,442
5334,73,390
5335,58,344
5336,60,381
5337,82,1204
5338,117,680
5339,357,615
5340,38,323
5341,78,320
5342,37,554
5343,104,485
5344,131,637
5345,64,255
5346,173,170
5347,51,229
5348,109,252
5349,98,301
5350,100,555
5351,137,457
5352,102,525
5353,70,269
5354,61,216
5355,101,678
5356,111,296
5357,118,372
5358,63,226
5359,49,347
5360,157,694
5361,78,203
5362,75,192
5363,60,504
5364,69,542
5365,126,371
5366,92,361
5367,81,482
5368,96,479
5369,96,229
5370,64,120
5371,89,430
5372,100,257
5373,83,484
5374,91,91
5375,81,81
5376,31,389
5377,85,439
5378,45,155
5379,71,663
5380,57,437
5381,83,419
5382,188,365
5383,67,229
5384,135,292
5385,109,488
5386,61,228
5387,95,246
5388,42,315
5389,130,329
5390,161,687
5391,43,670
5392,99,491
5393,91,807
5394,131,590
5395,78,900
5396,58,391
5397,137,306
5398,166,578
5399,68,347
5400,59,318
5401,98,283
5402,46,291
5403,97,350
5404,129,506
5405,194,601
5406,75,1029
5407,97,185
5408,42,334
5409,68,433
5410,69,207
5411,162,476
5412,62,152
5413,67,215
5414,45,418
5415,89,260
5416,73,390
5417,48,271
5418,30,367
5419,43,214
5420,112,1052
5421,87,845
5422,67,682
5423,104,227
5424,56,479
5425,207,287
5426,45,510
5427,161,599
5428,91,512
5429,69,428
5430,133,523
5431,107,1024
5432,98,98
5433,68,703
5434,139,432
5435,68,410
5436,125,511
5437,67,644
5438,95,284
5439,42,289
5440,68,328
5441,75,264
5442,58,576
5443,54,558
5444,94,543
5445,27,372
5446,47,506
5447,128,765
5448,59,462
5449,76,412
5450,66,1305
5451,93,199
5452,62,294
5453,87,703
5454,129,377
5455,123,216
5456,123,259
5457,108,108
5458,67,427
5459,127,264
5460,63,498
5461,102,416
5462,89,128
5463,63,228
5464,140,614
5465,63,275
5466,71,71
5467,91,395
5468,49,171
5469,86,538
5470,91,244
5471,99,281
5472,117,590
5473,64,392
5474,53,181
5475,63,368
5476,49,373
5477,59,324
5478,76,409
5479,223,696
5480,189,781
5481,80,262
5482,29,639
5483,125,730
5484,29,680
5485,67,306
5486,50,512
5487,60,715
5488,69,173
5489,114,355
5490,60,286
5491,78,282
5492,65,308
5493,138,126
5494,100,85
5495,91,312
5496,149,1629
5497,60,360
5498,123,154
5499,215,878
5500,56,209
5501,46,248
5502,271,497
5503,116,264
5504,164,336
5505,130,391
5506,138,547
5507,178,437
5508,84,549
5509,83,3863
5510,205,486
5511,135,327
5512,54,299
5513,178,192
5514,241,198
5515,62,362
5516,76,359
5517,121,502
5518,113,115
5519,121,189
5520,69,423
5521,198,338
5522,107,488
5523,243,650
5524,108,819
5525,176,130
5526,108,753
5527,43,346
5528,149,426
5529,158,394
5530,59,297
5531,253,276
5532,29,260
5533,219,320
5534,35,243
5535,106,394
5536,61,244
5537,205,307
5538,53,575
5539,43,124
5540,65,283
5541,78,629
5542,176,252
5543,137,451
5544,74,191
5545,288,904
5546,234,443
5547,90,338
5548,168,479
5549,212,482
5550,168,472
5551,228,607
5552,108,179
5553,124,291
5554,158,603
5555,118,404
5556,108,459
5557,147,554
5558,172,457
5559,128,525
5560,103,397
5561,96,443
5562,48,352
5563,90,294
5564,93,364
5565,152,149
5566,111,694
5567,104,349
5568,99,339
5569,98,591
5570,168,814
5571,233,508
5572,151,1918
5573,191,323
5574,24,812
5575,81,746
5576,116,1241
5577,167,486
5578,83,321
5579,59,135
5580,74,664
5581,124,288
5582,104,463
5583,95,279
5584,89,177
5585,85,271
5586,100,709
5587,95,184
5588,100,318
5589,220,773
5590,99,968
5591,147,672
5592,143,598
5593,143,390
5594,60,432
5595,255,423
5596,63,397
5597,188,649
5598,158,332
5599,162,385
5600,56,158
5601,160,282
5602,101,334
5603,390,1056
5604,124,511
5605,63,246
5606,76,351
5607,210,272
5608,218,282
5609,151,525
5610,61,452
5611,180,290
5612,168,459
5613,147,647
5614,64,174
5615,250,463
5616,100,256
5617,30,299
5618,100,397
5619,62,131
5620,145,474
5621,157,240
5622,51,404
5623,160,193
5624,109,692
5625,113,236
5626,241,560
5627,168,285
5628,110,492
5629,88,128
5630,193,759
5631,93,591
5632,159,551
5633,96,340
5634,163,326
5635,126,433
5636,225,1059
5637,60,406
5638,84,433
5639,50,584
5640,133,1908
5641,58,434
5642,46,360
5643,92,277
5644,117,155
5645,99,335
5646,100,734
5647,154,283
5648,72,220
5649,33,666
5650,67,267
5651,96,375
5652,159,710
5653,135,513
5654,182,2113
5655,68,145
5656,88,343
5657,139,491
5658,60,326
5659,82,165
5660,114,551
5661,69,192
5662,46,149
5663,210,1108
5664,126,284
5665,104,429
5666,50,612
5667,175,877
5668,47,235
5669,218,667
5670,263,469
5671,195,373
5672,74,778
5673,69,576
5674,136,785
5675,171,416
5676,44,400
5677,74,266
5678,71,1231
5679,207,693
5680,82,673
5681,52,702
5682,49,163
5683,198,870
5684,104,583
5685,187,869
5686,56,244
5687,121,753
5688,46,405
5689,93,429
5690,191,173
5691,313,499
5692,57,400
5693,90,535
5694,180,394
5695,111,401
5696,300,522
5697,367,497
5698,99,448
5699,120,364
5700,114,430
5701,139,572
5702,97,97
5703,56,1657
5704,234,580
5705,121,424
5706,153,1697
5707,96,161
5708,57,391
5709,114,696
5710,193,1089
5711,34,142
5712,296,286
5713,37,662
5714,167,252
5715,77,446
5716,124,446
5717,51,265
5718,80,324
5719,146,463
5720,114,689
5721,24,315
5722,57,615
5723,59,670
5724,59,484
5725,58,252
5726,111,199
5727,65,247
5728,44,323
5729,106,589
5730,89,235
5731,115,201
5732,177,393
5733,126,459
5734,25,403
5735,70,900
5736,188,633
5737,109,272
5738,53,648
5739,37,382
5740,34,436
5741,160,399
5742,24,570
5743,87,87
5744,225,387
5745,222,424
5746,68,304
5747,43,273
5748,95,266
5749,58,89
5750,75,268
5751,96,96
5752,176,501
5753,80,1328
5754,77,513
5755,158,356
5756,150,363
5757,153,486
5758,94,465
5759,62,297
5760,177,465
5761,166,411
5762,203,372
5763,81,265
5764,80,313
5765,174,942
5766,95,1274
5767,88,312
5768,226,513
5769,186,279
5770,189,712
5771,127,181
5772,71,401
5773,40,326
5774,60,215
5775,45,216
5776,199,657
5777,68,179
5778,35,266
5779,147,499
5780,52,276
5781,70,617
5782,99,251
5783,16,332
5784,16,167
5785,156,450
5786,68,1239
5787,97,596
5788,83,265
5789,247,831
5790,84,275
5791,114,561
5792,194,341
5793,97,480
5794,106,445
5795,128,613
5796,111,596
5797,149,925
5798,114,114
5799,65,315
5800,240,662
5801,62,269
5802,264,310
5803,238,856
5804,146,461
5805,101,558
5806,157,564
5807,140,796
5808,82,178
5809,111,688
5810,145,768
5811,203,2393
5812,113,409
5813,51,250
5814,95,254
5815,114,255
5816,46,168
5817,83,825
5818,302,838
5819,76,1141
5820,62,1865
5821,137,918
5822,51,250
5823,50,176
5824,76,210
5825,334,869
5826,158,672
5827,63,398
5828,153,454
5829,211,647
5830,67,474
5831,77,360
5832,142,502
5833,76,382
5834,72,249
5835,144,274
5836,33,279
5837,88,547
5838,128,765
5839,177,670
5840,76,1109
5841,78,299
5842,70,224
5843,112,1052
5844,79,282
5845,43,374
5846,100,367
5847,62,230
5848,132,270
5849,201,971
5850,65,372
5851,195,742
5852,210,439
5853,51,288
5854,96,216
5855,169,1099
5856,116,529
5857,35,295
5858,52,551
5859,27,436
5860,79,858
5861,80,294
5862,224,446
5863,155,502
5864,185,652
5865,78,675
5866,48,391
5867,92,989
5868,69,701
5869,46,280
5870,63,720
5871,183,259
5872,90,132
5873,53,157
5874,175,1156
5875,160,808
5876,98,205
5877,82,714
5878,40,447
5879,112,1011
5880,54,545
5881,130,534
5882,65,653
5883,74,467
5884,90,465
5885,80,1147
5886,29,552
5887,56,570
5888,76,522
5889,103,160
5890,44,258
5891,107,374
5892,150,739
5893,38,272
5894,102,466
5895,85,279
5896,147,334
5897,149,149
5898,57,568
5899,75,142
5900,88,248
5901,112,518
5902,51,264
5903,75,219
5904,57,166
5905,72,183
5906,86,301
5907,73,127
5908,120,129
5909,167,500
5910,77,294
5911,50,326
5912,135,321
5913,112,2774
5914,110,401
5915,75,303
5916,236,356
5917,50,1043
5918,51,1378
5919,38,517
5920,26,642
5921,43,708
5922,83,602
5923,42,259
5924,38,802
5925,28,702
5926,43,555
5927,190,551
5928,106,182
5929,129,336
5930,141,877
5931,32,654
5932,117,420
5933,127,886
5934,90,237
5935,136,558
5936,35,796
5937,31,89
5938,99,758
5939,61,1529
5940,118,438
5941,65,532
5942,81,731
5943,96,191
5944,108,721
5945,83,206
5946,79,303
5947,98,255
5948,184,790
5949,84,266
5950,70,202
5951,63,284
5952,64,749
5953,59,309
5954,32,109
5955,85,85
5956,40,178
5957,80,276
5958,140,140
5959,109,109
5960,145,400
5961,47,360
5962,54,816
5963,87,3898
5964,26,740
5965,193,373
5966,177,565
5967,218,2366
5968,190,304
5969,109,581
5970,81,115
5971,65,545
5972,90,456
5973,46,436
5974,82,243
5975,96,536
5976,149,1740
5977,212,2094
5978,91,540
5979,233,519
5980,134,445
5981,360,402
5982,66,492
5983,35,190
5984,95,224
5985,122,1260
5986,158,358
5987,56,271
5988,77,538
5989,66,531
5990,88,301
5991,128,424
5992,85,279
5993,70,601
5994,90,514
5995,132,470
5996,43,139
5997,66,377
5998,131,453
5999,40,497
6000,104,447
6001,97,454
6002,43,281
6003,68,501
6004,204,775
6005,177,290
6006,59,300
6007,65,735
6008,61,889
6009,52,773
6010,41,402
6011,84,743
6012,78,574
6013,159,759
6014,112,614
6015,75,408
6016,54,290
6017,51,379
6018,89,1226
6019,187,553
6020,53,826
6021,119,394
6022,187,352
6023,59,295
6024,114,187
6025,73,285
6026,124,167
6027,82,456
6028,178,829
6029,203,391
6030,83,1238
6031,111,542
6032,107,262
6033,168,389
6034,261,690
6035,112,1071
6036,77,490
6037,45,767
6038,128,250
6039,105,422
6040,212,574
6041,424,891
6042,245,816
6043,180,964
6044,230,376
6045,171,467
6046,98,226
6047,103,401
6048,192,464
6049,41,258
6050,49,299
6051,122,875
6052,72,522
6053,64,320
6054,188,513
6055,93,223
6056,61,269
6057,195,444
6058,264,352
6059,254,506
6060,93,332
6061,243,896
6062,111,717
6063,128,868
6064,48,657
6065,169,160
6066,272,542
6067,153,672
6068,62,267
6069,56,515
6070,138,763
6071,72,457
6072,134,981
6073,52,767
6074,172,353
6075,124,362
6076,264,763
6077,64,432
6078,62,185
6079,186,613
6080,41,381
6081,145,183
6082,175,284
6083,75,360
6084,159,863
6085,89,399
6086,61,570
6087,181,391
6088,77,269
6089,52,205
6090,203,616
6091,29,723
6092,71,599
6093,55,237
6094,72,90
6095,51,261
6096,198,405
6097,45,257
6098,209,796
6099,123,268
6100,68,581
6101,56,345
6102,110,568
6103,236,2539
6104,59,467
6105,58,523
6106,58,539
6107,83,540
6108,87,524
6109,101,181
6110,38,298
6111,59,298
6112,80,380
6113,209,727
6114,91,139
6115,199,575
6116,163,474
6117,120,342
6118,88,255
6119,33,410
6120,87,386
6121,66,658
6122,155,851
6123,54,462
6124,28,614
6125,84,208
6126,53,323
6127,51,193
6128,86,386
6129,144,498
6130,52,159
6131,53,741
6132,91,357
6133,51,141
6134,50,257
6135,62,619
6136,44,789
6137,127,261
6138,49,217
6139,62,204
6140,54,430
6141,72,486
6142,102,415
6143,65,565
6144,92,444
6145,239,1125
6146,274,1555
6147,55,191
6148,97,167
6149,38,686
6150,183,734
6151,183,932
6152,83,455
6153,85,165
6154,112,493
6155,110,285
6156,74,249
6157,225,575
6158,147,312
6159,113,317
6160,58,197
6161,54,483
6162,95,374
6163,93,706
6164,174,429
6165,81,452
6166,75,474
6167,62,171
6168,87,311
6169,40,841
6170,72,457
6171,81,170
6172,42,462
6173,102,501
6174,286,771
6175,93,415
6176,211,633
6177,76,462
6178,51,173
6179,310,1130
6180,64,242
6181,78,421
6182,85,291
6183,124,509
6184,151,353
6185,46,236
6186,144,506
6187,86,351
6188,285,623
6189,167,583
6190,161,303
6191,84,422
6192,118,1291
6193,54,312
6194,60,348
6195,66,250
6196,96,325
6197,53,145
6198,86,393
6199,84,232
6200,273,1145
6201,58,278
6202,136,385
6203,154,230
6204,56,277
6205,112,343
6206,61,124
6207,96,279
6208,102,601
6209,105,705
6210,176,950
6211,82,547
6212,176,469
6213,70,387
6214,107,726
6215,50,699
6216,152,482
6217,105,357
6218,51,553
6219,88,285
6220,85,136
6221,53,335
6222,185,272
6223,65,435
6224,59,366
6225,185,831
6226,76,468
6227,28,375
6228,90,358
6229,360,1205
6230,54,297
6231,147,204
6232,84,1187
6233,172,399
6234,56,295
6235,183,395
6236,126,191
6237,59,261
6238,51,330
6239,51,337
6240,158,364
6241,50,467
6242,134,299
6243,143,315
6244,268,337
6245,166,796
6246,182,680
6247,59,485
6248,82,402
6249,64,477
6250,66,190
6251,187,1047
6252,121,896
6253,102,562
6254,153,459
6255,117,329
6256,93,722
6257,150,299
6258,79,297
6259,209,720
6260,318,503
6261,119,458
6262,99,266
6263,34,627
6264,34,243
6265,126,2760
6266,21,635
6267,46,233
6268,62,398
6269,100,266
6270,144,823
6271,183,533
6272,60,569
6273,98,338
6274,77,2207
6275,71,969
6276,126,153
6277,167,850
6278,130,625
6279,75,353
6280,64,363
6281,90,258
6282,105,274
6283,52,441
6284,93,550
6285,133,591
6286,199,413
6287,123,369
6288,104,676
6289,74,622
6290,145,379
6291,53,459
6292,75,310
6293,68,598
6294,59,298
6295,164,305
6296,54,221
6297,119,491
6298,149,514
6299,79,189
6300,123,211
6301,70,167
6302,157,684
6303,28,540
6304,62,575
6305,116,316
6306,147,381
6307,84,249
6308,28,909
6309,170,595
6310,33,532
6311,85,1098
6312,60,387
6313,53,474
6314,109,581
6315,190,744
6316,108,338
6317,56,449
6318,51,535
6319,61,520
6320,52,621
6321,96,223
6322,109,500
6323,105,930
6324,124,565
6325,65,292
6326,100,632
6327,153,336
6328,105,628
6329,147,479
6330,94,972
6331,64,497
6332,63,323
6333,34,253
6334,99,931
6335,88,382
6336,54,243
6337,45,223
6338,29,248
6339,68,68
6340,65,110
6341,87,140
6342,139,139
6343,108,648
6344,256,1553
6345,103,509
6346,83,387
6347,117,117
6348,59,193
6349,53,417
6350,109,579
6351,304,336
6352,50,229
6353,89,381
6354,95,272
6355,54,486
6356,99,240
6357,81,628
6358,49,219
6359,139,269
6360,79,193
6361,56,1217
6362,152,2924
6363,123,487
6364,85,1059
6365,44,44
6366,89,190
6367,132,609
6368,217,477
6369,256,496
6370,121,747
6371,92,815
6372,140,353
6373,262,491
6374,262,255
6375,23,734
6376,76,552
6377,69,306
6378,116,305
6379,75,315
6380,66,143
6381,61,61
6382,104,104
6383,94,129
6384,96,327
6385,85,85
6386,69,88
6387,50,75
6388,95,161
6389,117,337
6390,65,65
6391,86,86
6392,136,254
6393,240,473
6394,103,244
6395,62,444
6396,72,321
6397,63,320
6398,109,193
6399,48,1975
6400,86,428
6401,64,235
6402,106,628
6403,61,148
6404,146,661
6405,98,175
6406,96,1896
6407,81,263
6408,151,319
6409,79,79
6410,104,161
6411,103,193
6412,90,284
6413,50,269
6414,47,518
6415,85,445
6416,105,105
6417,112,112
6418,155,464
6419,36,131
6420,58,231
6421,67,671
6422,183,1062
6423,162,1604
6424,139,544
6425,73,463
6426,76,1246
6427,45,204
6428,113,299
6429,130,130
6430,182,741
6431,68,278
6432,109,215
6433,89,203
6434,60,186
6435,64,729
6436,92,195
6437,154,940
6438,106,264
6439,70,841
6440,70,1460
6441,79,148
6442,88,344
6443,154,306
6444,119,330
6445,130,528
6446,87,315
6447,99,321
6448,36,914
6449,61,464
6450,228,1358
6451,92,299
6452,92,521
6453,104,268
6454,209,290
6455,53,53
6456,72,186
6457,30,204
6458,88,450
6459,79,131
6460,93,322
6461,72,106
6462,99,695
6463,85,236
6464,122,335
6465,107,783
6466,157,920
6467,112,554
6468,109,1495
6469,80,1755
6470,112,296
6471,114,114
6472,172,1201
6473,199,340
6474,153,242
6475,46,264
6476,103,436
6477,88,163
6478,227,417
6479,125,1097
6480,91,231
6481,153,398
6482,68,246
6483,108,312
6484,67,190
6485,121,352
6486,82,393
6487,40,40
6488,64,366
6489,51,428
6490,90,546
6491,229,670
6492,84,84
6493,59,137
6494,199,534
6495,134,168
6496,87,87
6497,173,864
6498,87,365
6499,45,303
6500,113,359
6501,79,378
6502,91,507
6503,109,201
6504,79,231
6505,51,341
6506,208,656
6507,171,710
6508,202,1017
6509,254,1061
6510,83,427
6511,120,253
6512,84,136
6513,88,88
6514,166,361
6515,102,638
6516,41,419
6517,42,204
6518,88,223
6519,141,529
6520,101,511
6521,47,315
6522,87,1557
6523,80,462
6524,115,437
6525,62,271
6526,145,431
6527,104,136
6528,132,515
6529,55,344
6530,120,291
6531,99,456
6532,83,209
6533,69,156
6534,54,54
6535,212,413
6536,219,895
6537,42,590
6538,95,402
6539,50,258
6540,111,170
6541,71,555
6542,200,579
6543,87,581
6544,92,151
6545,83,104
6546,137,423
6547,62,291
6548,55,121
6549,79,860
6550,49,375
6551,100,950
6552,141,458
6553,84,352
6554,89,772
6555,44,259
6556,133,397
6557,148,311
6558,109,265
6559,197,835
6560,329,518
6561,185,1332
6562,137,787
6563,432,738
6564,184,1502
6565,62,231
6566,67,210
6567,167,602
6568,85,827
6569,67,578
6570,141,251
6571,195,548
6572,168,302
6573,271,752
6574,102,830
6575,147,837
6576,208,749
6577,216,567
6578,58,519
6579,105,274
6580,66,608
6581,48,281
6582,76,298
6583,46,134
6584,88,1118
6585,72,753
6586,60,566
6587,67,397
6588,184,375
6589,115,304
6590,135,493
6591,254,946
6592,28,764
6593,54,246
6594,48,256
6595,77,268
6596,132,247
6597,248,266
6598,157,1053
6599,170,406
6600,78,487
6601,125,160
6602,85,601
6603,90,150
6604,60,383
6605,146,701
6606,85,483
6607,112,432
6608,104,421
6609,114,332
6610,167,436
6611,48,510
6612,41,630
6613,180,798
6614,189,509
6615,138,354
6616,71,262
6617,75,634
6618,108,645
6619,110,368
6620,186,725
6621,53,702
6622,29,239
6623,140,442
6624,203,350
6625,66,350
6626,133,213
6627,99,425
6628,224,352
6629,72,1612
6630,251,557
6631,42,197
6632,67,547
6633,86,284
6634,93,335
6635,172,588
6636,159,538
6637,54,158
6638,118,1854
6639,54,488
6640,67,799
6641,115,322
6642,184,1273
6643,187,1133
6644,54,478
6645,94,573
6646,77,519
6647,39,470
6648,102,733
6649,115,324
6650,69,164
6651,56,231
6652,214,433
6653,97,560
6654,94,248
6655,143,360
6656,58,758
6657,63,163
6658,72,188
6659,161,373
6660,124,285
6661,75,554
6662,62,218
6663,100,1070
6664,92,308
6665,36,240
6666,32,204
6667,76,931
6668,74,84
6669,87,342
6670,193,499
6671,157,706
6672,81,741
6673,93,465
6674,47,285
6675,90,144
6676,112,479
6677,68,1013
6678,46,582
6679,76,218
6680,316,668
6681,49,141
6682,61,230
6683,77,265
6684,82,117
6685,66,202
6686,79,391
6687,43,559
6688,100,298
6689,91,91
6690,71,180
6691,47,141
6692,90,331
6693,99,552
6694,72,717
6695,98,890
6696,48,319
6697,44,245
6698,97,178
6699,22,684
6700,110,635
6701,55,266
6702,124,152
6703,92,413
6704,147,191
6705,108,130
6706,136,770
6707,166,308
6708,69,354
6709,88,197
6710,55,439
6711,49,826
6712,87,169
6713,106,566
6714,77,532
6715,173,387
6716,228,590
6717,38,217
6718,84,334
6719,47,47
6720,23,115
6721,52,52
6722,49,354
